Algorithm, Msg size, Key size, real, user, sys
des-ede-ofb, 1M, 1M, 0.05, 0.04, 0.00
des-ede-ofb, 1M, 10M, 0.05, 0.04, 0.00
des-ede-ofb, 1M, 100M, 0.05, 0.03, 0.00
des-ede3, 1M, 1b, 0.05, 0.03, 0.00
des-ede3, 1M, 1K, 0.05, 0.04, 0.00
des-ede3, 1M, 1M, 0.05, 0.04, 0.00
des-ede3, 1M, 10M, 0.05, 0.04, 0.00
des-ede3, 1M, 100M, 0.05, 0.03, 0.00
des-ede3-cbc, 1M, 1b, 0.05, 0.03, 0.00
des-ede3-cbc, 1M, 1K, 0.05, 0.03, 0.01
des-ede3-cbc, 1M, 1M, 0.05, 0.03, 0.00
des-ede3-cbc, 1M, 10M, 0.05, 0.04, 0.00
des-ede3-cbc, 1M, 100M, 0.05, 0.04, 0.00
des-ede3-cfb, 1M, 1b, 0.05, 0.04, 0.00
des-ede3-cfb, 1M, 1K, 0.05, 0.04, 0.00
des-ede3-cfb, 1M, 1M, 0.05, 0.04, 0.00
des-ede3-cfb, 1M, 10M, 0.05, 0.04, 0.00
des-ede3-cfb, 1M, 100M, 0.05, 0.04, 0.00
des-ede3-ofb, 1M, 1b, 0.05, 0.04, 0.00
des-ede3-ofb, 1M, 1K, 0.05, 0.04, 0.00
des-ede3-ofb, 1M, 1M, 0.05, 0.03, 0.00
des-ede3-ofb, 1M, 10M, 0.04, 0.04, 0.00
des-ede3-ofb, 1M, 100M, 0.05, 0.04, 0.00
des-ofb, 1M, 1b, 0.02, 0.01, 0.00
des-ofb, 1M, 1K, 0.02, 0.01, 0.00
des-ofb, 1M, 1M, 0.02, 0.01, 0.00
des-ofb, 1M, 10M, 0.02, 0.01, 0.00
des-ofb, 1M, 100M, 0.02, 0.02, 0.00
des3, 1M, 1b, 0.05, 0.04, 0.00
des3, 1M, 1K, 0.05, 0.04, 0.00
des3, 1M, 1M, 0.05, 0.04, 0.00
des3, 1M, 10M, 0.05, 0.04, 0.00
des3, 1M, 100M, 0.04, 0.04, 0.00
desx, 1M, 1b, 0.02, 0.02, 0.00
desx, 1M, 1K, 0.02, 0.01, 0.00
desx, 1M, 1M, 0.02, 0.01, 0.00
desx, 1M, 10M, 0.02, 0.01, 0.00
desx, 1M, 100M, 0.02, 0.02, 0.00
rc2, 1M, 1b, 0.03, 0.01, 0.00
rc2, 1M, 1K, 0.03, 0.02, 0.00
rc2, 1M, 1M, 0.03, 0.02, 0.00
rc2, 1M, 10M, 0.03, 0.02, 0.00
rc2, 1M, 100M, 0.03, 0.02, 0.00
rc2-40-cbc, 1M, 1b, 0.03, 0.02, 0.00
rc2-40-cbc, 1M, 1K, 0.03, 0.02, 0.00
rc2-40-cbc, 1M, 1M, 0.03, 0.02, 0.01
rc2-40-cbc, 1M, 10M, 0.03, 0.02, 0.00
rc2-40-cbc, 1M, 100M, 0.03, 0.01, 0.01
rc2-64-cbc, 1M, 1b, 0.03, 0.03, 0.00
rc2-64-cbc, 1M, 1K, 0.03, 0.02, 0.00
rc2-64-cbc, 1M, 1M, 0.03, 0.02, 0.00
rc2-64-cbc, 1M, 10M, 0.03, 0.02, 0.00
rc2-64-cbc, 1M, 100M, 0.03, 0.02, 0.00
rc2-cbc, 1M, 1b, 0.03, 0.02, 0.00
rc2-cbc, 1M, 1K, 0.03, 0.02, 0.00
rc2-cbc, 1M, 1M, 0.03, 0.02, 0.00
rc2-cbc, 1M, 10M, 0.03, 0.02, 0.00
rc2-cbc, 1M, 100M, 0.03, 0.02, 0.00
rc2-cfb, 1M, 1b, 0.03, 0.03, 0.00
rc2-cfb, 1M, 1K, 0.03, 0.02, 0.00
rc2-cfb, 1M, 1M, 0.03, 0.03, 0.00
rc2-cfb, 1M, 10M, 0.03, 0.02, 0.00
rc2-cfb, 1M, 100M, 0.03, 0.02, 0.00
rc2-ecb, 1M, 1b, 0.03, 0.02, 0.00
rc2-ecb, 1M, 1K, 0.03, 0.02, 0.00
rc2-ecb, 1M, 1M, 0.03, 0.02, 0.00
rc2-ecb, 1M, 10M, 0.03, 0.02, 0.00
rc2-ecb, 1M, 100M, 0.03, 0.02, 0.00
rc2-ofb, 1M, 1b, 0.03, 0.02, 0.00
rc2-ofb, 1M, 1K, 0.03, 0.02, 0.00
rc2-ofb, 1M, 1M, 0.03, 0.02, 0.00
rc2-ofb, 1M, 10M, 0.03, 0.02, 0.00
rc2-ofb, 1M, 100M, 0.03, 0.02, 0.00
rc4, 1M, 1b, 0.01, 0.00, 0.00
rc4, 1M, 1K, 0.00, 0.00, 0.00
rc4, 1M, 1M, 0.00, 0.00, 0.00
rc4, 1M, 10M, 0.00, 0.00, 0.00
rc4, 1M, 100M, 0.01, 0.00, 0.00
rc4-40, 1M, 1b, 0.00, 0.00, 0.00
rc4-40, 1M, 1K, 0.00, 0.00, 0.00
rc4-40, 1M, 1M, 0.01, 0.00, 0.00
rc4-40, 1M, 10M, 0.00, 0.00, 0.00
rc4-40, 1M, 100M, 0.00, 0.00, 0.00
seed, 1M, 1b, 0.02, 0.00, 0.00
seed, 1M, 1K, 0.02, 0.01, 0.00
seed, 1M, 1M, 0.02, 0.01, 0.00
seed, 1M, 10M, 0.01, 0.01, 0.00
seed, 1M, 100M, 0.02, 0.01, 0.00
seed-cbc, 1M, 1b, 0.02, 0.01, 0.00
seed-cbc, 1M, 1K, 0.01, 0.01, 0.00
seed-cbc, 1M, 1M, 0.02, 0.01, 0.00
seed-cbc, 1M, 10M, 0.02, 0.01, 0.00
seed-cbc, 1M, 100M, 0.02, 0.01, 0.00
seed-cfb, 1M, 1b, 0.01, 0.01, 0.00
seed-cfb, 1M, 1K, 0.02, 0.01, 0.00
seed-cfb, 1M, 1M, 0.02, 0.01, 0.00
seed-cfb, 1M, 10M, 0.01, 0.00, 0.00
seed-cfb, 1M, 100M, 0.02, 0.01, 0.00
seed-ecb, 1M, 1b, 0.02, 0.01, 0.00
seed-ecb, 1M, 1K, 0.01, 0.01, 0.00
seed-ecb, 1M, 1M, 0.01, 0.01, 0.00
seed-ecb, 1M, 10M, 0.02, 0.01, 0.00
seed-ecb, 1M, 100M, 0.01, 0.01, 0.00
seed-ofb, 1M, 1b, 0.02, 0.01, 0.00
seed-ofb, 1M, 1K, 0.02, 0.02, 0.00
seed-ofb, 1M, 1M, 0.02, 0.00, 0.01
seed-ofb, 1M, 10M, 0.01, 0.01, 0.00
seed-ofb, 1M, 100M, 0.02, 0.01, 0.00
sm4-cbc, 1M, 1b, 0.02, 0.01, 0.00
sm4-cbc, 1M, 1K, 0.01, 0.01, 0.00
sm4-cbc, 1M, 1M, 0.01, 0.01, 0.00
sm4-cbc, 1M, 10M, 0.02, 0.01, 0.00
sm4-cbc, 1M, 100M, 0.01, 0.01, 0.00
sm4-cfb, 1M, 1b, 0.02, 0.00, 0.00
sm4-cfb, 1M, 1K, 0.02, 0.01, 0.00
sm4-cfb, 1M, 1M, 0.01, 0.01, 0.00
sm4-cfb, 1M, 10M, 0.02, 0.01, 0.00
sm4-cfb, 1M, 100M, 0.02, 0.01, 0.00
sm4-ctr, 1M, 1b, 0.01, 0.01, 0.00
sm4-ctr, 1M, 1K, 0.01, 0.00, 0.00
sm4-ctr, 1M, 1M, 0.02, 0.01, 0.00
sm4-ctr, 1M, 10M, 0.01, 0.01, 0.00
sm4-ctr, 1M, 100M, 0.01, 0.01, 0.00
sm4-ecb, 1M, 1b, 0.01, 0.00, 0.01
sm4-ecb, 1M, 1K, 0.01, 0.00, 0.00
sm4-ecb, 1M, 1M, 0.02, 0.01, 0.00
sm4-ecb, 1M, 10M, 0.01, 0.01, 0.00
sm4-ecb, 1M, 100M, 0.01, 0.00, 0.00
sm4-ofb, 1M, 1b, 0.01, 0.01, 0.00
sm4-ofb, 1M, 1K, 0.02, 0.01, 0.00
sm4-ofb, 1M, 1M, 0.01, 0.01, 0.00
sm4-ofb, 1M, 10M, 0.01, 0.01, 0.00
sm4-ofb, 1M, 100M, 0.02, 0.01, 0.00
aes-128-cbc, 10M, 1b, 0.04, 0.00, 0.01
aes-128-cbc, 10M, 1K, 0.04, 0.01, 0.01
aes-128-cbc, 10M, 1M, 0.04, 0.00, 0.02
aes-128-cbc, 10M, 10M, 0.04, 0.01, 0.00
aes-128-cbc, 10M, 100M, 0.04, 0.01, 0.01
aes-128-ecb, 10M, 1b, 0.03, 0.00, 0.01
aes-128-ecb, 10M, 1K, 0.03, 0.00, 0.01
aes-128-ecb, 10M, 1M, 0.03, 0.00, 0.01
aes-128-ecb, 10M, 10M, 0.03, 0.00, 0.01
aes-128-ecb, 10M, 100M, 0.02, 0.00, 0.01
aes-192-cbc, 10M, 1b, 0.04, 0.01, 0.01
aes-192-cbc, 10M, 1K, 0.04, 0.01, 0.01
aes-192-cbc, 10M, 1M, 0.04, 0.01, 0.01
aes-192-cbc, 10M, 10M, 0.04, 0.01, 0.01
aes-192-cbc, 10M, 100M, 0.04, 0.01, 0.00
aes-192-ecb, 10M, 1b, 0.03, 0.00, 0.01
aes-192-ecb, 10M, 1K, 0.03, 0.00, 0.01
aes-192-ecb, 10M, 1M, 0.04, 0.00, 0.01
aes-192-ecb, 10M, 10M, 0.03, 0.00, 0.01
aes-192-ecb, 10M, 100M, 0.03, 0.00, 0.01
aes-256-cbc, 10M, 1b, 0.04, 0.01, 0.01
aes-256-cbc, 10M, 1K, 0.04, 0.00, 0.02
aes-256-cbc, 10M, 1M, 0.04, 0.01, 0.01
aes-256-cbc, 10M, 10M, 0.05, 0.02, 0.00
aes-256-cbc, 10M, 100M, 0.04, 0.01, 0.01
aes-256-ecb, 10M, 1b, 0.03, 0.00, 0.00
aes-256-ecb, 10M, 1K, 0.04, 0.00, 0.01
aes-256-ecb, 10M, 1M, 0.03, 0.00, 0.01
aes-256-ecb, 10M, 10M, 0.02, 0.00, 0.01
aes-256-ecb, 10M, 100M, 0.03, 0.00, 0.01
aria-128-cbc, 10M, 1b, 0.12, 0.10, 0.00
aria-128-cbc, 10M, 1K, 0.12, 0.08, 0.02
aria-128-cbc, 10M, 1M, 0.12, 0.06, 0.03
aria-128-cbc, 10M, 10M, 0.12, 0.08, 0.01
aria-128-cbc, 10M, 100M, 0.12, 0.07, 0.03
aria-128-cfb, 10M, 1b, 0.12, 0.09, 0.00
aria-128-cfb, 10M, 1K, 0.12, 0.09, 0.01
aria-128-cfb, 10M, 1M, 0.12, 0.08, 0.01
aria-128-cfb, 10M, 10M, 0.12, 0.09, 0.01
aria-128-cfb, 10M, 100M, 0.12, 0.08, 0.02
aria-128-cfb1, 10M, 1b, 11.40, 11.24, 0.08
aria-128-cfb1, 10M, 1K, 10.49, 10.40, 0.03
aria-128-cfb1, 10M, 1M, 10.22, 10.14, 0.04
aria-128-cfb1, 10M, 10M, 10.46, 10.35, 0.04
aria-128-cfb1, 10M, 100M, 10.18, 10.11, 0.02
aria-128-cfb8, 10M, 1b, 1.21, 1.17, 0.02
aria-128-cfb8, 10M, 1K, 1.22, 1.20, 0.01
aria-128-cfb8, 10M, 1M, 1.22, 1.18, 0.00
aria-128-cfb8, 10M, 10M, 1.23, 1.18, 0.02
aria-128-cfb8, 10M, 100M, 1.22, 1.18, 0.02
aria-128-ctr, 10M, 1b, 0.11, 0.08, 0.01
aria-128-ctr, 10M, 1K, 0.11, 0.09, 0.00
aria-128-ctr, 10M, 1M, 0.11, 0.09, 0.01
aria-128-ctr, 10M, 10M, 0.11, 0.08, 0.02
aria-128-ctr, 10M, 100M, 0.13, 0.07, 0.03
aria-128-ecb, 10M, 1b, 0.11, 0.08, 0.00
aria-128-ecb, 10M, 1K, 0.11, 0.07, 0.01
aria-128-ecb, 10M, 1M, 0.11, 0.07, 0.02
aria-128-ecb, 10M, 10M, 0.11, 0.06, 0.03
aria-128-ecb, 10M, 100M, 0.12, 0.08, 0.01
aria-128-ofb, 10M, 1b, 0.11, 0.08, 0.00
aria-128-ofb, 10M, 1K, 0.11, 0.08, 0.01
aria-128-ofb, 10M, 1M, 0.11, 0.07, 0.01
aria-128-ofb, 10M, 10M, 0.11, 0.07, 0.01
aria-128-ofb, 10M, 100M, 0.11, 0.08, 0.01
aria-192-cbc, 10M, 1b, 0.13, 0.08, 0.02
aria-192-cbc, 10M, 1K, 0.13, 0.09, 0.01
aria-192-cbc, 10M, 1M, 0.13, 0.09, 0.01
aria-192-cbc, 10M, 10M, 0.13, 0.09, 0.02
aria-192-cbc, 10M, 100M, 0.13, 0.09, 0.01
aria-192-cfb, 10M, 1b, 0.13, 0.10, 0.00
aria-192-cfb, 10M, 1K, 0.12, 0.08, 0.02
aria-192-cfb, 10M, 1M, 0.13, 0.09, 0.02
aria-192-cfb, 10M, 10M, 0.14, 0.08, 0.02
aria-192-cfb, 10M, 100M, 0.13, 0.09, 0.01
aria-192-cfb1, 10M, 1b, 12.33, 11.55, 0.03
aria-192-cfb1, 10M, 1K, 12.08, 11.99, 0.03
aria-192-cfb1, 10M, 1M, 11.83, 11.75, 0.02
aria-192-cfb1, 10M, 10M, 11.73, 11.60, 0.04
aria-192-cfb1, 10M, 100M, 11.66, 11.53, 0.07
aria-192-cfb8, 10M, 1b, 1.40, 1.37, 0.01
aria-192-cfb8, 10M, 1K, 1.40, 1.37, 0.01
aria-192-cfb8, 10M, 1M, 1.41, 1.37, 0.01
aria-192-cfb8, 10M, 10M, 1.43, 1.38, 0.02
aria-192-cfb8, 10M, 100M, 1.42, 1.40, 0.00
aria-192-ctr, 10M, 1b, 0.12, 0.09, 0.01
aria-192-ctr, 10M, 1K, 0.12, 0.09, 0.01
aria-192-ctr, 10M, 1M, 0.12, 0.09, 0.02
aria-192-ctr, 10M, 10M, 0.13, 0.10, 0.00
aria-192-ctr, 10M, 100M, 0.14, 0.11, 0.01
aria-192-ecb, 10M, 1b, 0.13, 0.10, 0.00
aria-192-ecb, 10M, 1K, 0.12, 0.08, 0.02
aria-192-ecb, 10M, 1M, 0.12, 0.07, 0.03
aria-192-ecb, 10M, 10M, 0.13, 0.08, 0.02
aria-192-ecb, 10M, 100M, 0.12, 0.09, 0.01
aria-192-ofb, 10M, 1b, 0.13, 0.09, 0.01
aria-192-ofb, 10M, 1K, 0.13, 0.10, 0.00
aria-192-ofb, 10M, 1M, 0.12, 0.08, 0.02
aria-192-ofb, 10M, 10M, 0.13, 0.08, 0.02
aria-192-ofb, 10M, 100M, 0.13, 0.10, 0.01
aria-256-cbc, 10M, 1b, 0.14, 0.10, 0.02
aria-256-cbc, 10M, 1K, 0.14, 0.10, 0.01
aria-256-cbc, 10M, 1M, 0.14, 0.10, 0.01
aria-256-cbc, 10M, 10M, 0.13, 0.11, 0.00
aria-256-cbc, 10M, 100M, 0.15, 0.10, 0.02
aria-256-cfb, 10M, 1b, 0.14, 0.10, 0.02
aria-256-cfb, 10M, 1K, 0.14, 0.10, 0.02
aria-256-cfb, 10M, 1M, 0.14, 0.12, 0.00
aria-256-cfb, 10M, 10M, 0.14, 0.09, 0.02
aria-256-cfb, 10M, 100M, 0.14, 0.10, 0.01
aria-256-cfb1, 10M, 1b, 13.00, 12.91, 0.03
aria-256-cfb1, 10M, 1K, 13.22, 13.14, 0.02
aria-256-cfb1, 10M, 1M, 13.08, 12.98, 0.02
aria-256-cfb1, 10M, 10M, 13.08, 13.00, 0.01
aria-256-cfb1, 10M, 100M, 13.09, 12.98, 0.03
aria-256-cfb8, 10M, 1b, 1.59, 1.56, 0.01
aria-256-cfb8, 10M, 1K, 1.60, 1.54, 0.02
aria-256-cfb8, 10M, 1M, 1.58, 1.52, 0.03
aria-256-cfb8, 10M, 10M, 1.57, 1.53, 0.02
aria-256-cfb8, 10M, 100M, 1.59, 1.55, 0.01
aria-256-ctr, 10M, 1b, 0.14, 0.12, 0.00
aria-256-ctr, 10M, 1K, 0.13, 0.11, 0.00
aria-256-ctr, 10M, 1M, 0.14, 0.11, 0.01
aria-256-ctr, 10M, 10M, 0.14, 0.10, 0.01
aria-256-ctr, 10M, 100M, 0.14, 0.10, 0.02
aria-256-ecb, 10M, 1b, 0.14, 0.10, 0.02
aria-256-ecb, 10M, 1K, 0.14, 0.10, 0.01
aria-256-ecb, 10M, 1M, 0.14, 0.10, 0.01
aria-256-ecb, 10M, 10M, 0.14, 0.10, 0.00
aria-256-ecb, 10M, 100M, 0.14, 0.10, 0.01
aria-256-ofb, 10M, 1b, 0.14, 0.09, 0.02
aria-256-ofb, 10M, 1K, 0.13, 0.10, 0.01
aria-256-ofb, 10M, 1M, 0.14, 0.09, 0.02
aria-256-ofb, 10M, 10M, 0.13, 0.10, 0.01
aria-256-ofb, 10M, 100M, 0.13, 0.10, 0.01
base64, 10M, 1b, 0.03, 0.01, 0.01
base64, 10M, 1K, 0.04, 0.00, 0.02
base64, 10M, 1M, 0.04, 0.01, 0.01
base64, 10M, 10M, 0.04, 0.01, 0.02
base64, 10M, 100M, 0.04, 0.02, 0.00
bf, 10M, 1b, 0.11, 0.07, 0.02
bf, 10M, 1K, 0.11, 0.06, 0.03
bf, 10M, 1M, 0.12, 0.08, 0.01
bf, 10M, 10M, 0.12, 0.07, 0.02
bf, 10M, 100M, 0.12, 0.09, 0.00
bf-cbc, 10M, 1b, 0.12, 0.08, 0.00
bf-cbc, 10M, 1K, 0.12, 0.08, 0.01
bf-cbc, 10M, 1M, 0.11, 0.07, 0.01
bf-cbc, 10M, 10M, 0.11, 0.08, 0.01
bf-cbc, 10M, 100M, 0.11, 0.07, 0.02
bf-cfb, 10M, 1b, 0.14, 0.10, 0.02
bf-cfb, 10M, 1K, 0.13, 0.10, 0.01
bf-cfb, 10M, 1M, 0.13, 0.09, 0.02
bf-cfb, 10M, 10M, 0.13, 0.10, 0.01
bf-cfb, 10M, 100M, 0.13, 0.09, 0.02
bf-ecb, 10M, 1b, 0.10, 0.06, 0.01
bf-ecb, 10M, 1K, 0.10, 0.07, 0.01
bf-ecb, 10M, 1M, 0.10, 0.06, 0.02
bf-ecb, 10M, 10M, 0.10, 0.05, 0.02
bf-ecb, 10M, 100M, 0.10, 0.06, 0.02
bf-ofb, 10M, 1b, 0.11, 0.08, 0.01
bf-ofb, 10M, 1K, 0.12, 0.07, 0.02
bf-ofb, 10M, 1M, 0.11, 0.09, 0.00
bf-ofb, 10M, 10M, 0.11, 0.08, 0.01
bf-ofb, 10M, 100M, 0.12, 0.08, 0.01
camellia-128-cbc, 10M, 1b, 0.09, 0.05, 0.02
camellia-128-cbc, 10M, 1K, 0.09, 0.05, 0.01
camellia-128-cbc, 10M, 1M, 0.09, 0.05, 0.01
camellia-128-cbc, 10M, 10M, 0.11, 0.07, 0.01
camellia-128-cbc, 10M, 100M, 0.12, 0.05, 0.04
camellia-128-ecb, 10M, 1b, 0.11, 0.06, 0.02
camellia-128-ecb, 10M, 1K, 0.10, 0.06, 0.01
camellia-128-ecb, 10M, 1M, 0.11, 0.07, 0.01
camellia-128-ecb, 10M, 10M, 0.09, 0.06, 0.01
camellia-128-ecb, 10M, 100M, 0.10, 0.04, 0.03
camellia-192-cbc, 10M, 1b, 0.12, 0.09, 0.00
camellia-192-cbc, 10M, 1K, 0.11, 0.07, 0.02
camellia-192-cbc, 10M, 1M, 0.11, 0.07, 0.01
camellia-192-cbc, 10M, 10M, 0.11, 0.07, 0.02
camellia-192-cbc, 10M, 100M, 0.12, 0.08, 0.01
camellia-192-ecb, 10M, 1b, 0.11, 0.07, 0.01
camellia-192-ecb, 10M, 1K, 0.11, 0.06, 0.02
camellia-192-ecb, 10M, 1M, 0.12, 0.08, 0.02
camellia-192-ecb, 10M, 10M, 0.12, 0.07, 0.02
camellia-192-ecb, 10M, 100M, 0.11, 0.08, 0.01
camellia-256-cbc, 10M, 1b, 0.12, 0.09, 0.00
camellia-256-cbc, 10M, 1K, 0.12, 0.08, 0.02
camellia-256-cbc, 10M, 1M, 0.11, 0.07, 0.02
camellia-256-cbc, 10M, 10M, 0.11, 0.06, 0.02
camellia-256-cbc, 10M, 100M, 0.12, 0.09, 0.00
camellia-256-ecb, 10M, 1b, 0.13, 0.08, 0.01
camellia-256-ecb, 10M, 1K, 0.13, 0.08, 0.02
camellia-256-ecb, 10M, 1M, 0.15, 0.10, 0.03
camellia-256-ecb, 10M, 10M, 0.14, 0.09, 0.02
camellia-256-ecb, 10M, 100M, 0.13, 0.07, 0.03
cast, 10M, 1b, 0.13, 0.09, 0.01
cast, 10M, 1K, 0.13, 0.08, 0.02
cast, 10M, 1M, 0.13, 0.09, 0.01
cast, 10M, 10M, 0.12, 0.10, 0.01
cast, 10M, 100M, 0.12, 0.09, 0.01
cast-cbc, 10M, 1b, 0.12, 0.08, 0.02
cast-cbc, 10M, 1K, 0.13, 0.08, 0.02
cast-cbc, 10M, 1M, 0.13, 0.09, 0.01
cast-cbc, 10M, 10M, 0.13, 0.09, 0.01
cast-cbc, 10M, 100M, 0.13, 0.08, 0.02
cast5-cbc, 10M, 1b, 0.12, 0.07, 0.03
cast5-cbc, 10M, 1K, 0.12, 0.08, 0.02
cast5-cbc, 10M, 1M, 0.13, 0.10, 0.01
cast5-cbc, 10M, 10M, 0.13, 0.07, 0.03
cast5-cbc, 10M, 100M, 0.13, 0.10, 0.00
cast5-cfb, 10M, 1b, 0.15, 0.10, 0.03
cast5-cfb, 10M, 1K, 0.14, 0.10, 0.01
cast5-cfb, 10M, 1M, 0.15, 0.10, 0.02
cast5-cfb, 10M, 10M, 0.15, 0.10, 0.02
cast5-cfb, 10M, 100M, 0.15, 0.10, 0.02
cast5-ecb, 10M, 1b, 0.11, 0.08, 0.01
cast5-ecb, 10M, 1K, 0.11, 0.07, 0.02
cast5-ecb, 10M, 1M, 0.11, 0.08, 0.01
cast5-ecb, 10M, 10M, 0.11, 0.08, 0.01
cast5-ecb, 10M, 100M, 0.10, 0.07, 0.02
cast5-ofb, 10M, 1b, 0.12, 0.08, 0.02
cast5-ofb, 10M, 1K, 0.12, 0.09, 0.01
cast5-ofb, 10M, 1M, 0.13, 0.10, 0.00
cast5-ofb, 10M, 10M, 0.13, 0.08, 0.02
cast5-ofb, 10M, 100M, 0.13, 0.09, 0.01
des, 10M, 1b, 0.20, 0.15, 0.01
des, 10M, 1K, 0.19, 0.15, 0.02
des, 10M, 1M, 0.19, 0.14, 0.02
des, 10M, 10M, 0.22, 0.16, 0.02
des, 10M, 100M, 0.26, 0.19, 0.02
des-cbc, 10M, 1b, 0.19, 0.15, 0.02
des-cbc, 10M, 1K, 0.19, 0.16, 0.00
des-cbc, 10M, 1M, 0.18, 0.15, 0.01
des-cbc, 10M, 10M, 0.19, 0.14, 0.02
des-cbc, 10M, 100M, 0.19, 0.15, 0.01
des-cfb, 10M, 1b, 0.22, 0.17, 0.01
des-cfb, 10M, 1K, 0.21, 0.18, 0.00
des-cfb, 10M, 1M, 0.22, 0.16, 0.02
des-cfb, 10M, 10M, 0.21, 0.19, 0.00
des-cfb, 10M, 100M, 0.21, 0.18, 0.01
des-ecb, 10M, 1b, 0.19, 0.14, 0.01
des-ecb, 10M, 1K, 0.18, 0.15, 0.00
des-ecb, 10M, 1M, 0.18, 0.15, 0.00
des-ecb, 10M, 10M, 0.19, 0.15, 0.01
des-ecb, 10M, 100M, 0.17, 0.14, 0.02
des-ede, 10M, 1b, 0.42, 0.38, 0.01
des-ede, 10M, 1K, 0.41, 0.37, 0.02
des-ede, 10M, 1M, 0.43, 0.39, 0.01
des-ede, 10M, 10M, 0.42, 0.37, 0.03
des-ede, 10M, 100M, 0.40, 0.35, 0.02
des-ede-cbc, 10M, 1b, 0.40, 0.36, 0.02
des-ede-cbc, 10M, 1K, 0.42, 0.37, 0.02
des-ede-cbc, 10M, 1M, 0.41, 0.37, 0.02
des-ede-cbc, 10M, 10M, 0.41, 0.35, 0.03
des-ede-cbc, 10M, 100M, 0.41, 0.36, 0.02
des-ede-cfb, 10M, 1b, 0.48, 0.44, 0.02
des-ede-cfb, 10M, 1K, 0.47, 0.44, 0.01
des-ede-cfb, 10M, 1M, 0.45, 0.41, 0.02
des-ede-cfb, 10M, 10M, 0.45, 0.43, 0.00
des-ede-cfb, 10M, 100M, 0.45, 0.42, 0.01
des-ede-ofb, 10M, 1b, 0.46, 0.40, 0.03
des-ede-ofb, 10M, 1K, 0.47, 0.41, 0.03
des-ede-ofb, 10M, 1M, 0.49, 0.43, 0.03
des-ede-ofb, 10M, 10M, 0.45, 0.40, 0.01
des-ede-ofb, 10M, 100M, 0.43, 0.39, 0.01
des-ede3, 10M, 1b, 0.42, 0.37, 0.02
des-ede3, 10M, 1K, 0.42, 0.38, 0.01
des-ede3, 10M, 1M, 0.41, 0.38, 0.01
des-ede3, 10M, 10M, 0.41, 0.37, 0.02
des-ede3, 10M, 100M, 0.42, 0.39, 0.00
des-ede3-cbc, 10M, 1b, 0.42, 0.39, 0.00
des-ede3-cbc, 10M, 1K, 0.42, 0.38, 0.02
des-ede3-cbc, 10M, 1M, 0.42, 0.38, 0.02
des-ede3-cbc, 10M, 10M, 0.42, 0.38, 0.01
des-ede3-cbc, 10M, 100M, 0.43, 0.38, 0.01
des-ede3-cfb, 10M, 1b, 0.44, 0.39, 0.01
des-ede3-cfb, 10M, 1K, 0.43, 0.38, 0.02
des-ede3-cfb, 10M, 1M, 0.43, 0.39, 0.01
des-ede3-cfb, 10M, 10M, 0.43, 0.41, 0.00
des-ede3-cfb, 10M, 100M, 0.42, 0.39, 0.01
des-ede3-ofb, 10M, 1b, 0.42, 0.39, 0.01
des-ede3-ofb, 10M, 1K, 0.41, 0.36, 0.02
des-ede3-ofb, 10M, 1M, 0.41, 0.38, 0.00
des-ede3-ofb, 10M, 10M, 0.41, 0.38, 0.01
des-ede3-ofb, 10M, 100M, 0.42, 0.37, 0.01
des-ofb, 10M, 1b, 0.18, 0.13, 0.03
des-ofb, 10M, 1K, 0.18, 0.14, 0.02
des-ofb, 10M, 1M, 0.18, 0.14, 0.02
des-ofb, 10M, 10M, 0.18, 0.14, 0.02
des-ofb, 10M, 100M, 0.18, 0.15, 0.02
des3, 10M, 1b, 0.40, 0.38, 0.00
des3, 10M, 1K, 0.40, 0.34, 0.03
des3, 10M, 1M, 0.39, 0.37, 0.01
des3, 10M, 10M, 0.41, 0.38, 0.01
des3, 10M, 100M, 0.40, 0.36, 0.02
desx, 10M, 1b, 0.18, 0.16, 0.00
desx, 10M, 1K, 0.18, 0.13, 0.03
desx, 10M, 1M, 0.18, 0.14, 0.02
desx, 10M, 10M, 0.18, 0.15, 0.01
desx, 10M, 100M, 0.18, 0.15, 0.01
rc2, 10M, 1b, 0.24, 0.20, 0.02
rc2, 10M, 1K, 0.25, 0.23, 0.00
rc2, 10M, 1M, 0.25, 0.22, 0.01
rc2, 10M, 10M, 0.25, 0.21, 0.02
rc2, 10M, 100M, 0.25, 0.23, 0.00
rc2-40-cbc, 10M, 1b, 0.25, 0.23, 0.00
rc2-40-cbc, 10M, 1K, 0.25, 0.21, 0.02
rc2-40-cbc, 10M, 1M, 0.25, 0.22, 0.01
rc2-40-cbc, 10M, 10M, 0.25, 0.21, 0.01
rc2-40-cbc, 10M, 100M, 0.26, 0.22, 0.01
rc2-64-cbc, 10M, 1b, 0.26, 0.21, 0.02
rc2-64-cbc, 10M, 1K, 0.26, 0.22, 0.01
rc2-64-cbc, 10M, 1M, 0.25, 0.22, 0.01
rc2-64-cbc, 10M, 10M, 0.26, 0.22, 0.02
rc2-64-cbc, 10M, 100M, 0.25, 0.21, 0.02
rc2-cbc, 10M, 1b, 0.26, 0.22, 0.01
rc2-cbc, 10M, 1K, 0.26, 0.20, 0.03
rc2-cbc, 10M, 1M, 0.26, 0.22, 0.01
rc2-cbc, 10M, 10M, 0.26, 0.21, 0.02
rc2-cbc, 10M, 100M, 0.26, 0.21, 0.03
